BBRefName,BBRefLink,BBRefID,BBRefBirthDate,NBAName,NBALink,NBAID,NBABirthDate,ESPNName,ESPNLink,ESPNID,ESPNBirthDate,SpotracName,SpotracLink,SpotracID
Quincy Pondexter,https://www.basketball-reference.com/players/p/pondequ01.html,pondequ01,3/10/1988,Quincy Pondexter,https://stats.nba.com/player/202347/,202347,3/10/1988,Quincy Pondexter,http://www.espn.com/nba/player/_/id/4253/quincy-pondexter,4253,3/10/1988,Quincy Pondexter,https://www.spotrac.com/redirect/player/6908/,6908
Quinn Cook,https://www.basketball-reference.com/players/c/cookqu01.html,cookqu01,3/23/1993,Quinn Cook,https://stats.nba.com/player/1626188/,1626188,3/23/1993,Quinn Cook,http://www.espn.com/nba/player/_/id/2566745/quinn-cook,2566745,3/23/1993,Quinn Cook,https://www.spotrac.com/redirect/player/18264/,18264
R.J. Hunter,https://www.basketball-reference.com/players/h/hunterj01.html,hunterj01,10/24/1993,RJ Hunter,https://stats.nba.com/player/1626154/,1626154,10/24/1993,RJ Hunter,http://www.espn.com/nba/player/_/id/2983727/rj-hunter,2983727,10/24/1993,R.J. Hunter,https://www.spotrac.com/redirect/player/17856/,17856
Rafer Alston,https://www.basketball-reference.com/players/a/alstora01.html,alstora01,7/24/1976,Rafer Alston,https://stats.nba.com/player/1747/,1747,7/24/1976,NA,NA,NA,NA,Rafer Alston,https://www.spotrac.com/redirect/player/2388/,2388
Raja Bell,https://www.basketball-reference.com/players/b/bellra01.html,bellra01,9/19/1976,Raja Bell,https://stats.nba.com/player/1952/,1952,9/19/1976,Raja Bell,http://www.espn.com/nba/player/_/id/49/raja-bell,49,9/19/1976,Raja Bell,https://www.spotrac.com/redirect/player/2660/,2660
Rajon Rondo,https://www.basketball-reference.com/players/r/rondora01.html,rondora01,2/22/1986,Rajon Rondo,https://stats.nba.com/player/200765/,200765,2/22/1986,Rajon Rondo,http://www.espn.com/nba/player/_/id/3026/rajon-rondo,3026,2/22/1986,Rajon Rondo,https://www.spotrac.com/redirect/player/2222/,2222
Rakeem Christmas,https://www.basketball-reference.com/players/c/chrisra01.html,chrisra01,12/1/1991,Rakeem Christmas,https://stats.nba.com/player/1626176/,1626176,12/1/1991,Rakeem Christmas,http://www.espn.com/nba/player/_/id/2596110/rakeem-christmas,2596110,12/1/1991,Rakeem Christmas,https://www.spotrac.com/redirect/player/17864/,17864
Ramon Sessions,https://www.basketball-reference.com/players/s/sessira01.html,sessira01,4/11/1986,Ramon Sessions,https://stats.nba.com/player/201196/,201196,4/11/1986,Ramon Sessions,http://www.espn.com/nba/player/_/id/3231/ramon-sessions,3231,4/11/1986,Ramon Sessions,https://www.spotrac.com/redirect/player/2566/,2566
Randy Foye,https://www.basketball-reference.com/players/f/foyera01.html,foyera01,9/24/1983,Randy Foye,https://stats.nba.com/player/200751/,200751,9/24/1983,Randy Foye,http://www.espn.com/nba/player/_/id/3003/randy-foye,3003,9/24/1983,Randy Foye,https://www.spotrac.com/redirect/player/2576/,2576
Rashad McCants,https://www.basketball-reference.com/players/m/mccanra01.html,mccanra01,9/25/1984,Rashad McCants,https://stats.nba.com/player/101119/,101119,9/25/1984,NA,NA,NA,NA,Rashad McCants,https://www.spotrac.com/redirect/player/2581/,2581
Rashad Vaughn,https://www.basketball-reference.com/players/v/vaughra01.html,vaughra01,8/16/1996,Rashad Vaughn,https://stats.nba.com/player/1626173/,1626173,8/16/1996,Rashad Vaughn,http://www.espn.com/nba/player/_/id/3137733/rashad-vaughn,3137733,8/16/1996,Rashad Vaughn,https://www.spotrac.com/redirect/player/17845/,17845
Rashard Lewis,https://www.basketball-reference.com/players/l/lewisra02.html,lewisra02,8/8/1979,Rashard Lewis,https://stats.nba.com/player/1740/,1740,8/8/1979,Rashard Lewis,http://www.espn.com/nba/player/_/id/469/rashard-lewis,469,8/8/1979,Rashard Lewis,https://www.spotrac.com/redirect/player/2641/,2641
Rasheed Wallace,https://www.basketball-reference.com/players/w/wallara01.html,wallara01,9/17/1974,Rasheed Wallace,https://stats.nba.com/player/739/,739,9/17/1974,Rasheed Wallace,http://www.espn.com/nba/player/_/id/883/rasheed-wallace,883,9/17/1974,Rasheed Wallace,https://www.spotrac.com/redirect/player/2311/,2311
Rasual Butler,https://www.basketball-reference.com/players/b/butlera01.html,butlera01,5/23/1979,Rasual Butler,https://stats.nba.com/player/2446/,2446,5/23/1979,Rasual Butler,http://www.espn.com/nba/player/_/id/1767/rasual-butler,1767,5/23/1979,Rasual Butler,https://www.spotrac.com/redirect/player/2604/,2604
Raul Neto,https://www.basketball-reference.com/players/n/netora01.html,netora01,5/19/1992,Raul Neto,https://stats.nba.com/player/203526/,203526,5/19/1992,Raul Neto,http://www.espn.com/nba/player/_/id/2968361/raul-neto,2968361,5/19/1992,Raul Neto,https://www.spotrac.com/redirect/player/13360/,13360
Rawle Alkins,https://www.basketball-reference.com/players/a/alkinra01.html,alkinra01,10/29/1997,Rawle Alkins,https://stats.nba.com/player/1628959/,1628959,10/29/1997,Rawle Alkins,http://www.espn.com/nba/player/_/id/4066334/rawle-alkins,4066334,10/29/1997,Rawle Alkins,https://www.spotrac.com/redirect/player/27740/,27740
Ray Allen,https://www.basketball-reference.com/players/a/allenra02.html,allenra02,7/20/1975,Ray Allen,https://stats.nba.com/player/951/,951,7/20/1975,Ray Allen,http://www.espn.com/nba/player/_/id/9/ray-allen,9,7/20/1975,Ray Allen,https://www.spotrac.com/redirect/player/2209/,2209
Ray McCallum,https://www.basketball-reference.com/players/m/mccalra01.html,mccalra01,6/12/1991,Ray McCallum,https://stats.nba.com/player/203492/,203492,6/12/1991,Ray McCallum,http://www.espn.com/nba/player/_/id/2528447/ray-mccallum,2528447,6/12/1991,Ray McCallum,https://www.spotrac.com/redirect/player/13349/,13349
Ray Spalding,https://www.basketball-reference.com/players/s/spaldra01.html,spaldra01,3/11/1997,Ray Spalding,https://stats.nba.com/player/1629034/,1629034,3/11/1997,Ray Spalding,http://www.espn.com/nba/player/_/id/3908806/ray-spalding,3908806,3/11/1997,Ray Spalding,https://www.spotrac.com/redirect/player/27022/,27022
Raymond Felton,https://www.basketball-reference.com/players/f/feltora01.html,feltora01,6/26/1984,Raymond Felton,https://stats.nba.com/player/101109/,101109,6/26/1984,Raymond Felton,http://www.espn.com/nba/player/_/id/2753/raymond-felton,2753,6/26/1984,Raymond Felton,https://www.spotrac.com/redirect/player/2229/,2229
Reggie Bullock,https://www.basketball-reference.com/players/b/bullore01.html,bullore01,3/16/1991,Reggie Bullock,https://stats.nba.com/player/203493/,203493,3/16/1991,Reggie Bullock,http://www.espn.com/nba/player/_/id/2528779/reggie-bullock,2528779,3/16/1991,Reggie Bullock,https://www.spotrac.com/redirect/player/13338/,13338
Reggie Evans,https://www.basketball-reference.com/players/e/evansre01.html,evansre01,5/18/1980,Reggie Evans,https://stats.nba.com/player/2501/,2501,5/18/1980,Reggie Evans,http://www.espn.com/nba/player/_/id/1828/reggie-evans,1828,5/18/1980,Reggie Evans,https://www.spotrac.com/redirect/player/2649/,2649
Reggie Jackson,https://www.basketball-reference.com/players/j/jacksre01.html,jacksre01,4/16/1990,Reggie Jackson,https://stats.nba.com/player/202704/,202704,4/16/1990,Reggie Jackson,http://www.espn.com/nba/player/_/id/6443/reggie-jackson,6443,4/16/1990,Reggie Jackson,https://www.spotrac.com/redirect/player/8075/,8075
Renaldo Balkman,https://www.basketball-reference.com/players/b/balkmre01.html,balkmre01,7/14/1984,Renaldo Balkman,https://stats.nba.com/player/200764/,200764,7/14/1984,Renaldo Balkman,http://www.espn.com/nba/player/_/id/2986/renaldo-balkman,2986,7/14/1984,Renaldo Balkman,https://www.spotrac.com/redirect/player/2615/,2615
Richard Hamilton,https://www.basketball-reference.com/players/h/hamilri01.html,hamilri01,2/14/1978,Richard Hamilton,https://stats.nba.com/player/1888/,1888,2/14/1978,Richard Hamilton,http://www.espn.com/nba/player/_/id/294/richard-hamilton,294,2/14/1978,Richard Hamilton,https://www.spotrac.com/redirect/player/2300/,2300
Richard Jefferson,https://www.basketball-reference.com/players/j/jefferi01.html,jefferi01,6/21/1980,Richard Jefferson,https://stats.nba.com/player/2210/,2210,6/21/1980,Richard Jefferson,http://www.espn.com/nba/player/_/id/1006/richard-jefferson,1006,6/21/1980,Richard Jefferson,https://www.spotrac.com/redirect/player/2594/,2594
Richaun Holmes,https://www.basketball-reference.com/players/h/holmeri01.html,holmeri01,10/15/1993,Richaun Holmes,https://stats.nba.com/player/1626158/,1626158,10/15/1993,Richaun Holmes,http://www.espn.com/nba/player/_/id/2993370/richaun-holmes,2993370,10/15/1993,Richaun Holmes,https://www.spotrac.com/redirect/player/17865/,17865
Ricky Rubio,https://www.basketball-reference.com/players/r/rubiori01.html,rubiori01,10/21/1990,Ricky Rubio,https://stats.nba.com/player/201937/,201937,10/21/1990,Ricky Rubio,http://www.espn.com/nba/player/_/id/4011/ricky-rubio,4011,10/21/1990,Ricky Rubio,https://www.spotrac.com/redirect/player/6305/,6305
Robbie Hummel,https://www.basketball-reference.com/players/h/hummero01.html,hummero01,3/8/1989,Robbie Hummel,https://stats.nba.com/player/203133/,203133,3/8/1989,Robbie John Hummel,http://www.espn.com/nba/player/_/id/6633/robbie-john-hummel,6633,3/8/1989,Robbie Hummel,https://www.spotrac.com/redirect/player/10883/,10883
Robert Covington,https://www.basketball-reference.com/players/c/covinro01.html,covinro01,12/14/1990,Robert Covington,https://stats.nba.com/player/203496/,203496,12/14/1990,Robert Covington,http://www.espn.com/nba/player/_/id/2490620/robert-covington,2490620,12/14/1990,Robert Covington,https://www.spotrac.com/redirect/player/13379/,13379
Robert Sacre,https://www.basketball-reference.com/players/s/sacrero01.html,sacrero01,6/6/1989,Robert Sacre,https://stats.nba.com/player/203135/,203135,6/6/1989,Robert Sacre,http://www.espn.com/nba/player/_/id/6620/robert-sacre,6620,6/6/1989,Robert Sacre,https://www.spotrac.com/redirect/player/10885/,10885
Robert Williams,https://www.basketball-reference.com/players/w/williro04.html,williro04,10/17/1997,Robert Williams III,https://stats.nba.com/player/1629057/,1629057,10/17/1997,Robert Williams III,http://www.espn.com/nba/player/_/id/4066211/robert-williams-iii,4066211,10/17/1997,Robert Williams,https://www.spotrac.com/redirect/player/26993/,26993
Robin Lopez,https://www.basketball-reference.com/players/l/lopezro01.html,lopezro01,4/1/1988,Robin Lopez,https://stats.nba.com/player/201577/,201577,4/1/1988,Robin Lopez,http://www.espn.com/nba/player/_/id/3447/robin-lopez,3447,4/1/1988,Robin Lopez,https://www.spotrac.com/redirect/player/6147/,6147
Rodions Kurucs,https://www.basketball-reference.com/players/k/kurucro01.html,kurucro01,2/5/1998,Rodions Kurucs,https://stats.nba.com/player/1629066/,1629066,2/5/1998,Rodions Kurucs,http://www.espn.com/nba/player/_/id/4230548/rodions-kurucs,4230548,2/5/1998,Rodions Kurucs,https://www.spotrac.com/redirect/player/27006/,27006
Rodney Hood,https://www.basketball-reference.com/players/h/hoodro01.html,hoodro01,10/20/1992,Rodney Hood,https://stats.nba.com/player/203918/,203918,10/20/1992,Rodney Hood,http://www.espn.com/nba/player/_/id/2581177/rodney-hood,2581177,10/20/1992,Rodney Hood,https://www.spotrac.com/redirect/player/15375/,15375
Rodney McGruder,https://www.basketball-reference.com/players/m/mcgruro01.html,mcgruro01,7/29/1991,Rodney McGruder,https://stats.nba.com/player/203585/,203585,7/29/1991,Rodney McGruder,http://www.espn.com/nba/player/_/id/2488826/rodney-mcgruder,2488826,7/29/1991,Rodney McGruder,https://www.spotrac.com/redirect/player/13575/,13575
Rodney Purvis,https://www.basketball-reference.com/players/p/purviro01.html,purviro01,2/14/1994,Rodney Purvis,https://stats.nba.com/player/1628681/,1628681,2/14/1994,Rodney Purvis,http://www.espn.com/nba/player/_/id/2982332/rodney-purvis,2982332,2/14/1994,Rodney Purvis,https://www.spotrac.com/redirect/player/24520/,24520
Rodney Stuckey,https://www.basketball-reference.com/players/s/stuckro01.html,stuckro01,4/21/1986,Rodney Stuckey,https://stats.nba.com/player/201155/,201155,4/21/1986,Rodney Stuckey,http://www.espn.com/nba/player/_/id/3235/rodney-stuckey,3235,4/21/1986,Rodney Stuckey,https://www.spotrac.com/redirect/player/2310/,2310
Rodrigue Beaubois,https://www.basketball-reference.com/players/b/beaubro01.html,beaubro01,2/24/1988,Rodrigue Beaubois,https://stats.nba.com/player/201958/,201958,2/24/1988,Rodrigue Beaubois,http://www.espn.com/nba/player/_/id/3963/rodrigue-beaubois,3963,2/24/1988,Rodrigue Beaubois,https://www.spotrac.com/redirect/player/6281/,6281
Roger Mason,https://www.basketball-reference.com/players/m/masonro01.html,masonro01,9/10/1980,Roger Mason Jr.,https://stats.nba.com/player/2427/,2427,9/10/1980,Roger Mason Jr.,http://www.espn.com/nba/player/_/id/1721/roger-mason-jr,1721,9/10/1980,Roger Mason,https://www.spotrac.com/redirect/player/2764/,2764
Ron Baker,https://www.basketball-reference.com/players/b/bakerro01.html,bakerro01,3/30/1993,Ron Baker,https://stats.nba.com/player/1627758/,1627758,3/30/1993,Ron Baker,http://www.espn.com/nba/player/_/id/2580349/ron-baker,2580349,3/30/1993,Ron Baker,https://www.spotrac.com/redirect/player/20278/,20278
Rondae Hollis-Jefferson,https://www.basketball-reference.com/players/h/holliro01.html,holliro01,1/3/1995,Rondae Hollis-Jefferson,https://stats.nba.com/player/1626178/,1626178,1/3/1995,Rondae Hollis-Jefferson,http://www.espn.com/nba/player/_/id/3064291/rondae-hollis-jefferson,3064291,1/3/1995,Rondae Hollis-Jefferson,https://www.spotrac.com/redirect/player/17851/,17851
Ronnie Brewer,https://www.basketball-reference.com/players/b/brewero02.html,brewero02,3/20/1985,Ronnie Brewer,https://stats.nba.com/player/200758/,200758,3/20/1985,Ronnie Brewer,http://www.espn.com/nba/player/_/id/2991/ronnie-brewer,2991,3/20/1985,Ronnie Brewer,https://www.spotrac.com/redirect/player/2746/,2746
Ronnie Price,https://www.basketball-reference.com/players/p/pricero01.html,pricero01,6/21/1983,Ronnie Price,https://stats.nba.com/player/101179/,101179,6/21/1983,Ronnie Price,http://www.espn.com/nba/player/_/id/2807/ronnie-price,2807,6/21/1983,Ronnie Price,https://www.spotrac.com/redirect/player/2756/,2756
Ronny Turiaf,https://www.basketball-reference.com/players/t/turiaro01.html,turiaro01,1/13/1983,Ronny Turiaf,https://stats.nba.com/player/101142/,101142,1/13/1983,Ronny Turiaf,http://www.espn.com/nba/player/_/id/2789/ronny-turiaf,2789,1/13/1983,Ronny Turiaf,https://www.spotrac.com/redirect/player/2525/,2525
Roy Hibbert,https://www.basketball-reference.com/players/h/hibbero01.html,hibbero01,12/11/1986,Roy Hibbert,https://stats.nba.com/player/201579/,201579,12/11/1986,Roy Hibbert,http://www.espn.com/nba/player/_/id/3436/roy-hibbert,3436,12/11/1986,Roy Hibbert,https://www.spotrac.com/redirect/player/6113/,6113
Royal Ivey,https://www.basketball-reference.com/players/i/iveyro01.html,iveyro01,12/20/1981,Royal Ivey,https://stats.nba.com/player/2767/,2767,12/20/1981,Royal Ivey,http://www.espn.com/nba/player/_/id/2387/royal-ivey,2387,12/20/1981,Royal Ivey,https://www.spotrac.com/redirect/player/2562/,2562
Royce O'Neale,https://www.basketball-reference.com/players/o/onealro01.html,onealro01,6/5/1993,Royce O'Neale,https://stats.nba.com/player/1626220/,1626220,6/5/1993,Royce O'Neale,http://www.espn.com/nba/player/_/id/2583632/royce-oneale,2583632,6/5/1993,Royce O'Neale,https://www.spotrac.com/redirect/player/24240/,24240
Royce White,https://www.basketball-reference.com/players/w/whitero03.html,whitero03,4/10/1991,Royce White,https://stats.nba.com/player/203091/,203091,4/10/1991,Royce White,http://www.espn.com/nba/player/_/id/6629/royce-white,6629,4/10/1991,Royce White,https://www.spotrac.com/redirect/player/10824/,10824
Rudy Gay,https://www.basketball-reference.com/players/g/gayru01.html,gayru01,8/17/1986,Rudy Gay,https://stats.nba.com/player/200752/,200752,8/17/1986,Rudy Gay,http://www.espn.com/nba/player/_/id/3005/rudy-gay,3005,8/17/1986,Rudy Gay,https://www.spotrac.com/redirect/player/2534/,2534
Rudy Gobert,https://www.basketball-reference.com/players/g/goberru01.html,goberru01,6/26/1992,Rudy Gobert,https://stats.nba.com/player/203497/,203497,6/26/1992,Rudy Gobert,http://www.espn.com/nba/player/_/id/3032976/rudy-gobert,3032976,6/26/1992,Rudy Gobert,https://www.spotrac.com/redirect/player/13340/,13340
Russ Smith,https://www.basketball-reference.com/players/s/smithru01.html,smithru01,4/19/1991,Russ Smith,https://stats.nba.com/player/203893/,203893,4/19/1991,Russ Smith,http://www.espn.com/nba/player/_/id/2531038/russ-smith,2531038,4/19/1991,Russ Smith,https://www.spotrac.com/redirect/player/15399/,15399
Russell Westbrook,https://www.basketball-reference.com/players/w/westbru01.html,westbru01,11/12/1988,Russell Westbrook,https://stats.nba.com/player/201566/,201566,11/12/1988,Russell Westbrook,http://www.espn.com/nba/player/_/id/3468/russell-westbrook,3468,11/12/1988,Russell Westbrook,https://www.spotrac.com/redirect/player/6141/,6141
Ryan Anderson,https://www.basketball-reference.com/players/a/anderry01.html,anderry01,5/6/1988,Ryan Anderson,https://stats.nba.com/player/201583/,201583,5/6/1988,Ryan Anderson,http://www.espn.com/nba/player/_/id/3412/ryan-anderson,3412,5/6/1988,Ryan Anderson,https://www.spotrac.com/redirect/player/6133/,6133
Ryan Arcidiacono,https://www.basketball-reference.com/players/a/arcidry01.html,arcidry01,3/26/1994,Ryan Arcidiacono,https://stats.nba.com/player/1627853/,1627853,3/26/1994,Ryan Arcidiacono,http://www.espn.com/nba/player/_/id/2991047/ryan-arcidiacono,2991047,3/26/1994,Ryan Arcidiacono,https://www.spotrac.com/redirect/player/20275/,20275
Ryan Broekhoff,https://www.basketball-reference.com/players/b/broekry01.html,broekry01,8/23/1990,Ryan Broekhoff,https://stats.nba.com/player/1629151/,1629151,8/23/1990,Ryan Broekhoff,http://www.espn.com/nba/player/_/id/2489693/ryan-broekhoff,2489693,8/23/1990,Ryan Broekhoff,https://www.spotrac.com/redirect/player/27626/,27626
Ryan Gomes,https://www.basketball-reference.com/players/g/gomesry01.html,gomesry01,9/1/1982,Ryan Gomes,https://stats.nba.com/player/101155/,101155,9/1/1982,Ryan  Gomes,http://www.espn.com/nba/player/_/id/2757/ryan-gomes,2757,9/1/1982,Ryan Gomes,https://www.spotrac.com/redirect/player/2577/,2577
Ryan Hollins,https://www.basketball-reference.com/players/h/holliry01.html,holliry01,10/10/1984,Ryan Hollins,https://stats.nba.com/player/200797/,200797,10/10/1984,Ryan Hollins,http://www.espn.com/nba/player/_/id/3008/ryan-hollins,3008,10/10/1984,Ryan Hollins,https://www.spotrac.com/redirect/player/2231/,2231
Ryan Kelly,https://www.basketball-reference.com/players/k/kellyry01.html,kellyry01,4/9/1991,Ryan Kelly,https://stats.nba.com/player/203527/,203527,4/9/1991,Ryan Kelly,http://www.espn.com/nba/player/_/id/2488651/ryan-kelly,2488651,4/9/1991,Ryan Kelly,https://www.spotrac.com/redirect/player/13361/,13361
Salah Mejri,https://www.basketball-reference.com/players/m/mejrisa01.html,mejrisa01,6/15/1986,Salah Mejri,https://stats.nba.com/player/1626257/,1626257,6/15/1986,Salah Mejri,http://www.espn.com/nba/player/_/id/2968458/salah-mejri,2968458,6/15/1986,Salah Mejri,https://www.spotrac.com/redirect/player/18067/,18067
Sam Dekker,https://www.basketball-reference.com/players/d/dekkesa01.html,dekkesa01,5/6/1994,Sam Dekker,https://stats.nba.com/player/1626155/,1626155,5/6/1994,Sam Dekker,http://www.espn.com/nba/player/_/id/2991184/sam-dekker,2991184,5/6/1994,Sam Dekker,https://www.spotrac.com/redirect/player/17846/,17846
Sam Young,https://www.basketball-reference.com/players/y/youngsa01.html,youngsa01,6/1/1985,Sam Young,https://stats.nba.com/player/201970/,201970,6/1/1985,Sam Young,http://www.espn.com/nba/player/_/id/4020/sam-young,4020,6/1/1985,Sam Young,https://www.spotrac.com/redirect/player/6296/,6296
Samardo Samuels,https://www.basketball-reference.com/players/s/samuesa01.html,samuesa01,1/9/1989,Samardo Samuels,https://stats.nba.com/player/202396/,202396,1/9/1989,Samardo Samuels,http://www.espn.com/nba/player/_/id/4304/samardo-samuels,4304,1/9/1989,Samardo Samuels,https://www.spotrac.com/redirect/player/7113/,7113
Sasha Kaun,https://www.basketball-reference.com/players/k/kaunsa01.html,kaunsa01,5/8/1985,Sasha Kaun,https://stats.nba.com/player/201619/,201619,5/8/1985,Sasha Kaun,http://www.espn.com/nba/player/_/id/3443/sasha-kaun,3443,5/8/1985,Sasha Kaun,https://www.spotrac.com/redirect/player/17900/,17900
Sasha Pavlovic,https://www.basketball-reference.com/players/p/pavloal01.html,pavloal01,11/15/1983,Sasha Pavlovic,https://stats.nba.com/player/2562/,2562,11/15/1983,Sasha Pavlovic,http://www.espn.com/nba/player/_/id/2172/sasha-pavlovic,2172,11/15/1983,Sasha Pavlovic,https://www.spotrac.com/redirect/player/2260/,2260
Sasha Vujacic,https://www.basketball-reference.com/players/v/vujacsa01.html,vujacsa01,3/8/1984,Sasha Vujacic,https://stats.nba.com/player/2756/,2756,3/8/1984,Sasha Vujacic,http://www.espn.com/nba/player/_/id/2421/sasha-vujacic,2421,3/8/1984,Sasha Vujacic,https://www.spotrac.com/redirect/player/2526/,2526
Scott Machado,https://www.basketball-reference.com/players/m/machasc01.html,machasc01,6/8/1990,Scott Machado,https://stats.nba.com/player/203159/,203159,6/8/1990,Scott Machado,http://www.espn.com/nba/player/_/id/6644/scott-machado,6644,6/8/1990,Scott Machado,https://www.spotrac.com/redirect/player/11387/,11387
Scotty Hopson,https://www.basketball-reference.com/players/h/hopsosc01.html,hopsosc01,8/8/1989,Scotty Hopson,https://stats.nba.com/player/203816/,203816,8/8/1989,Scotty Hopson,http://www.espn.com/nba/player/_/id/2328418/scotty-hopson,2328418,8/8/1989,Scotty Hopson,https://www.spotrac.com/redirect/player/14363/,14363
Sean Kilpatrick,https://www.basketball-reference.com/players/k/kilpase01.html,kilpase01,1/6/1990,Sean Kilpatrick,https://stats.nba.com/player/203930/,203930,1/6/1990,Sean Kilpatrick,http://www.espn.com/nba/player/_/id/2488689/sean-kilpatrick,2488689,1/6/1990,Sean Kilpatrick,https://www.spotrac.com/redirect/player/15922/,15922
Sean Williams,https://www.basketball-reference.com/players/w/willise01.html,willise01,9/13/1986,Sean Williams,https://stats.nba.com/player/201157/,201157,9/13/1986,Sean Williams,http://www.espn.com/nba/player/_/id/3239/sean-williams,3239,9/13/1986,Sean Williams,https://www.spotrac.com/redirect/player/2600/,2600
Sebastian Telfair,https://www.basketball-reference.com/players/t/telfase01.html,telfase01,6/9/1985,Sebastian Telfair,https://stats.nba.com/player/2742/,2742,6/9/1985,Sebastian Telfair,http://www.espn.com/nba/player/_/id/2417/sebastian-telfair,2417,6/9/1985,Sebastian Telfair,https://www.spotrac.com/redirect/player/2585/,2585
Semaj Christon,https://www.basketball-reference.com/players/c/chrisse01.html,chrisse01,11/1/1992,Semaj Christon,https://stats.nba.com/player/203902/,203902,11/1/1992,Semaj Christon,http://www.espn.com/nba/player/_/id/2983526/semaj-christon,2983526,11/1/1992,Semaj Christon,https://www.spotrac.com/redirect/player/15407/,15407
Semi Ojeleye,https://www.basketball-reference.com/players/o/ojelese01.html,ojelese01,12/5/1994,Semi Ojeleye,https://stats.nba.com/player/1628400/,1628400,12/5/1994,Semi Ojeleye,http://www.espn.com/nba/player/_/id/3056602/semi-ojeleye,3056602,12/5/1994,Semi Ojeleye,https://www.spotrac.com/redirect/player/23632/,23632
Semih Erden,https://www.basketball-reference.com/players/e/erdense01.html,erdense01,7/28/1986,Semih Erden,https://stats.nba.com/player/201623/,201623,7/28/1986,Semih Erden,http://www.espn.com/nba/player/_/id/3425/semih-erden,3425,7/28/1986,Semih Erden,https://www.spotrac.com/redirect/player/7108/,7108
Serge Ibaka,https://www.basketball-reference.com/players/i/ibakase01.html,ibakase01,9/18/1989,Serge Ibaka,https://stats.nba.com/player/201586/,201586,9/18/1989,Serge Ibaka,http://www.espn.com/nba/player/_/id/3439/serge-ibaka,3439,9/18/1989,Serge Ibaka,https://www.spotrac.com/redirect/player/6313/,6313
Sergey Karasev,https://www.basketball-reference.com/players/k/karasse01.html,karasse01,10/26/1993,Sergey Karasev,https://stats.nba.com/player/203508/,203508,10/26/1993,Sergey Karasev,http://www.espn.com/nba/player/_/id/2959745/sergey-karasev,2959745,10/26/1993,Sergey Karasev,https://www.spotrac.com/redirect/player/13332/,13332
Seth Curry,https://www.basketball-reference.com/players/c/curryse01.html,curryse01,8/23/1990,Seth Curry,https://stats.nba.com/player/203552/,203552,8/23/1990,Seth Curry,http://www.espn.com/nba/player/_/id/2326307/seth-curry,2326307,8/23/1990,Seth Curry,https://www.spotrac.com/redirect/player/13512/,13512
Shabazz Muhammad,https://www.basketball-reference.com/players/m/muhamsh01.html,muhamsh01,11/13/1992,Shabazz Muhammad,https://stats.nba.com/player/203498/,203498,11/13/1992,Shabazz Muhammad,http://www.espn.com/nba/player/_/id/2993875/shabazz-muhammad,2993875,11/13/1992,Shabazz Muhammad,https://www.spotrac.com/redirect/player/13327/,13327
Shabazz Napier,https://www.basketball-reference.com/players/n/napiesh01.html,napiesh01,7/14/1991,Shabazz Napier,https://stats.nba.com/player/203894/,203894,7/14/1991,Shabazz Napier,http://www.espn.com/nba/player/_/id/2530780/shabazz-napier,2530780,7/14/1991,Shabazz Napier,https://www.spotrac.com/redirect/player/15376/,15376
Shai Gilgeous-Alexander,https://www.basketball-reference.com/players/g/gilgesh01.html,gilgesh01,7/12/1998,Shai Gilgeous-Alexander,https://stats.nba.com/player/1628983/,1628983,7/12/1998,Shai Gilgeous-Alexander,http://www.espn.com/nba/player/_/id/4278073/shai-gilgeous-alexander,4278073,7/12/1998,Shai Gilgeous-Alexander,https://www.spotrac.com/redirect/player/26977/,26977
Shake Milton,https://www.basketball-reference.com/players/m/miltosh01.html,miltosh01,9/26/1996,Shake Milton,https://stats.nba.com/player/1629003/,1629003,9/26/1996,Shake Milton,http://www.espn.com/nba/player/_/id/3915195/shake-milton,3915195,9/26/1996,Shake Milton,https://www.spotrac.com/redirect/player/27020/,27020
Shane Battier,https://www.basketball-reference.com/players/b/battish01.html,battish01,9/9/1978,Shane Battier,https://stats.nba.com/player/2203/,2203,9/9/1978,Shane Battier,http://www.espn.com/nba/player/_/id/976/shane-battier,976,9/9/1978,Shane Battier,https://www.spotrac.com/redirect/player/2389/,2389
Shane Edwards,https://www.basketball-reference.com/players/e/edwarsh01.html,edwarsh01,5/31/1987,Shane Edwards,https://stats.nba.com/player/202197/,202197,5/31/1987,Shane Edwards,http://www.espn.com/nba/player/_/id/4311/shane-edwards,4311,5/31/1987,Shane Edwards,https://www.spotrac.com/redirect/player/14237/,14237
Shane Larkin,https://www.basketball-reference.com/players/l/larkish01.html,larkish01,10/2/1992,Shane Larkin,https://stats.nba.com/player/203499/,203499,10/2/1992,Shane Larkin,http://www.espn.com/nba/player/_/id/2596158/shane-larkin,2596158,10/2/1992,Shane Larkin,https://www.spotrac.com/redirect/player/13331/,13331
Shannon Brown,https://www.basketball-reference.com/players/b/brownsh01.html,brownsh01,11/29/1985,Shannon Brown,https://stats.nba.com/player/200769/,200769,11/29/1985,Shannon Brown,http://www.espn.com/nba/player/_/id/2992/shannon-brown,2992,11/29/1985,Shannon Brown,https://www.spotrac.com/redirect/player/2238/,2238
